title	link	date	author	text	comment_rbloggers
Short introduction to R in Finance	https://www.r-bloggers.com/2009/03/short-introduction-to-r-in-finance/	March 5, 2009	Thinking inside the box	" I just posted my slides on my presentations
page. The slides give a brief overview of R, the CRAN network and the by now over 1600
packages, mention the Finance Task
View, briefly present four different packages (or package sets) and of
course beat the drum for our upcoming
R/Finance conference that will take place here in Chicago at the end of
next month.

 "	 0 Comments
Wanderlust	https://www.r-bloggers.com/2009/03/wanderlust/	March 4, 2009	John Myles White	We Americans have a reputation as being unworldly. Given the results of the most recent Pew survey, perhaps we deserve it. Evidently, the majority of us never move out of our home states. 	 0 Comments
Click Tracks and Beat Detection	https://www.r-bloggers.com/2009/03/click-tracks-and-beat-detection/	March 4, 2009	John Myles White	Being a drummer, a programmer and a fan of statistical analysis, this post on the (unnaturally) perfect timing of drum parts recorded to a click track was a real delight to me. Of course, many claims in the post are odd: it seems hard to imagine that a  person recorded the drums for Britney Spears. And it seems as likely that some of the drum parts discussed were edited after the recording to make them line up with a click better. Still, it’s a great experiment. What would be really nice is a time series plot averaging over top ten songs from each year. Maybe I’ll get to work on that tonight before bed. 	 0 Comments
RQuantLib 0.2.11	https://www.r-bloggers.com/2009/03/rquantlib-0-2-11/	March 3, 2009	Thinking inside the box		 0 Comments
Simulate parameters of a tobit model	https://www.r-bloggers.com/2009/03/simulate-parameters-of-a-tobit-model/	March 3, 2009	Yu-Sung Su		 0 Comments
Color Schemes for R Bar Plots	https://www.r-bloggers.com/2009/03/color-schemes-for-r-bar-plots/	March 1, 2009	John Myles White	A recurrent source of irritation for me is the absence of a good default behavior in R for choosing the color scheme for bar plots. A stacked bar plot looks only as good as the color scheme you use. In hope of finding a usable scheme that I could settle on as a personal default, I picked two color schemes, Sunshine over Glacier and Sweet Valentine, from Adobe’s Kuler site that struck me as particularly nice for bar plots. To test them, I plotted data from a recent Gene Expression post on moral beliefs among different religious groups in America. You can see the results below. Sunshine over Glacier Sweet Valentine What do people think of these color schemes? Also, does anyone have ideas about how to incorporate a legend that doesn’t ruin the balance of this plot? At present, it’s impossible to know what these graphs actually mean, but I haven’t been able to figure out how to add a legend to the graphs without substantially expanding the screen area used by them. 	 0 Comments
Your flight is moving …	https://www.r-bloggers.com/2009/03/your-flight-is-moving-%e2%80%a6/	March 1, 2009	dan	THE VALUE OF NOT FOLLOWING INSTRUCTIONS  As Shane Frederick has noted, if you say “A bat and a ball cost $1.10. The bat costs $1 more than the ball. How much is the ball?”, you will notice that the vast majority of your friends will say “10 cents” instead of the correct “5 cents”, because they don’t pay attention to the “more than the ball” bit. They assume you mean that the bat costs a buck. But Decision Science News would like to pause and say a few words in defense of not listening to exactly what is said. What if we took instructions literally? If we did, when we got emails from British Airways saying “Your British Airways flight is moving to Heathrow Terminal 3″ as their subject, we would actually believe that our recently booked British Airways flight (to Geneva) was moving to Heathrow Terminal 3. And we’d be wrong. If we then went on to read that the change only affects flights to Barcelona, Nice, and three other cities where we are NOT going, we would be completely perplexed, thinking “How can my flight be moving and not moving at once? It’s impossible!” We’d panic. We’d call BA. But we don’t do any of that. We just shake our heads and think “Worst … subject line … ever”. As Decision Science News reflects and tries to find cases in which it pays to be perfectly literal, it can’t. Even when dealing with computers, even when reading the output of statistical routines, one needs regularly to think “Ok, SAS (or R or STATA or SPSS) you say that, but we both know you don’t mean that.” 	 0 Comments
Rcpp 0.6.4	https://www.r-bloggers.com/2009/03/rcpp-0-6-4/	March 1, 2009	Thinking inside the box	" 
This version changes how use the std namespace: all usage is now
properly prefixed.  Likewise, we now define R_NO_REMAP to not
let R define utility functions as length() or
error() which occassionally creates trouble with other include
files — so now use the more explicit forms Rf_length(),
Rf_error() etc.  Also, starting from this release, C++ class
documentation created by Doxygen is included; it can also be seen from my box
as both browsable
html and a pdf file.
Lastly, this version also adds a minor correction to the Windows build
(spotted by Uwe and Simon).

 "	 0 Comments
GSoC 2009 Chicago area meeting	https://www.r-bloggers.com/2009/04/gsoc-2009-chicago-area-meeting/	April 30, 2009	Thinking inside the box		 0 Comments
Slides from most recent R and HPC tutorial	https://www.r-bloggers.com/2009/04/slides-from-most-recent-r-and-hpc-tutorial/	April 29, 2009	Thinking inside the box	"
This tutorial was a shorter format of just an hour which did not allow for any
parallel computing with R. However, parallel computing with R via MPI, snow,
nws, … is covered in the slides from
December’s
workshop at the BoC.

 "	 0 Comments
Babylonian confusion or flexibility?	https://www.r-bloggers.com/2009/04/babylonian-confusion-or-flexibility/	April 29, 2009	martin	"As we are used from UNIX. there is not one single suitable solution to solve a problem, but usually a few different ways to do “the same”. Depending on what commands we know (best), we will chose the one or the other solution. Only the absolute expert will be able to choose the most efficient commands. There is a similar situation with R’s graphics (and probably for methods from other domains as well). Let’s look at a simple example like the histogram (I use the Old Faithful Geyser Data here as example). 
 I don’t claim that this list is complete, but I think it nicely shows “the problem”. Of course, a “real R programmer” can make any of the plots look like one of the others … The question is more, which of the implementations beyond hist from the base library graphics really adds value to what we already had? The second question probably is, how R will ever resolve the backwards compatibility spiral that might make it look like a real legacy project some time – not to mention the package quality issue? "	 0 Comments
Rails, Scalability and Sexism	https://www.r-bloggers.com/2009/04/rails-scalability-and-sexism/	April 29, 2009	Ed Borasky		 0 Comments
screen in ubuntu 9.04	https://www.r-bloggers.com/2009/04/screen-in-ubuntu-9-04/	April 29, 2009	Paolo		 0 Comments
Introducing Influence.ME: Tools for detecting influential data in mixed models	https://www.r-bloggers.com/2009/04/introducing-influence-me-tools-for-detecting-influential-data-in-mixed-models/	April 29, 2009	Rense Nieuwenhuis		 0 Comments
Google Summer of Code 2009: R / Quantlib	https://www.r-bloggers.com/2009/04/google-summer-of-code-2009-r-quantlib/	April 28, 2009	Thinking inside the box	"
We had twenty-two applications to review for the
R project, including three for the
RQuantLib topic I had proposed.  Khanh’s application was clearly among the
best, and I look forward to helping him do cool stuff over the summer.  He
already posted two short emails on the r-sig-finance
and the quantlib-user
lists soliciting suggestions and comments. So if you have comments regarding R
and QuantLib, please get in touch with him or me!

 "	 0 Comments
2009 Chambers award winner announced	https://www.r-bloggers.com/2009/04/2009-chambers-award-winner-announced/	April 28, 2009	Hadley Wickham		 0 Comments
R/Finance 2009 Overview	https://www.r-bloggers.com/2009/04/rfinance-2009-overview/	April 28, 2009	Joshua Ulrich	"
 "	 0 Comments
Tips from the R-help list : shadow text in a plot and bumps charts	https://www.r-bloggers.com/2009/04/tips-from-the-r-help-list-shadow-text-in-a-plot-and-bumps-charts/	April 28, 2009	Paolo		 0 Comments
Review of ‘Analysis of Integrated and Cointegrated Time Series with R (2nd ed)’ in JSS	https://www.r-bloggers.com/2009/04/review-of-analysis-of-integrated-and-cointegrated-time-series-with-r-2nd-ed-in-jss/	April 27, 2009	Thinking inside the box		 0 Comments
Interesting R Packages	https://www.r-bloggers.com/2009/04/interesting-r-packages/	April 27, 2009	dylan	" 
CHNOSZ Chemical thermodynamics library and activity diagram software   read more "	 0 Comments
R / Finance 2009	https://www.r-bloggers.com/2009/04/r-finance-2009/	April 26, 2009	Thinking inside the box	"
We were fortunate to get seven outstanding invited keynote speakers, as well as
eleven excellent presentations. This was preceded by four short tutorials (and
I’ll post slides from my Introduction to High-Performance Computing with
R soon). With about 150 registered participants, plus keynoters,
presenters, committee members, representatives from the sponsors (a quick
shout of Thanks! to them), some folks from UIC (especially Holly
without whom few things would have happened), we were probably around 200 people gathered at
UIC. And then there was an extended social program at
Jaks which is rather appropriate as we had numerous
important committee meetings there over the preceding months.  All in all it
seems like a successful event.  We may even do it again.  

 "	 0 Comments
Colors in the R terminal	https://www.r-bloggers.com/2009/04/colors-in-the-r-terminal/	April 24, 2009	Paolo		 0 Comments
Real nice Boston Marathon writeup	https://www.r-bloggers.com/2009/04/real-nice-boston-marathon-writeup/	April 23, 2009	Thinking inside the box	"
And so it is with regrets that I have to decline Christian’s
invitation to run Cologne with him on October 4. Another time, hopefully.


 "	 0 Comments
useR! 2009 acceptance: presenting influence.ME	https://www.r-bloggers.com/2009/04/user-2009-acceptance-presenting-influence-me/	April 23, 2009	Rense Nieuwenhuis		 0 Comments
How to get ESS style indentation in textmate	https://www.r-bloggers.com/2009/04/how-to-get-ess-style-indentation-in-textmate/	April 23, 2009	Shravan Vasishth		 0 Comments
Boston Marathon 2009	https://www.r-bloggers.com/2009/04/boston-marathon-2009/	April 22, 2009	Thinking inside the box	"

The race itself was challenging. Having done it once before, and having come
off a
really decent last marathon, 
I may have underestimated the impact of the famous hills. This really is a
wonderful but challenging course. Combined with the poor
training conditions during this last Chicago winter which forced us indoors for quite a few long runs,
as well as a somewhat upset stomach which forced a two-minute break, I came
up short and posted an underwhelming second half. The head wind was also a factor that was
mentioned in a few reports on the comparatively slow times of the elite
runners. So when all was said and done, I ended up with a time of 3:30:13 and
8:01 min/miles which is a little slower than last time.
 

All in all a really great marathon weekend.  As my time from 
Berlin
qualifies me for Boston 2010, I may well be back next year.

 "	 0 Comments
Visulization of correlation matrix 2	https://www.r-bloggers.com/2009/04/visulization-of-correlation-matrix-2/	April 22, 2009	Cloud Wei		 0 Comments
R 2.9.0 is Out!	https://www.r-bloggers.com/2009/04/r-2-9-0-is-out/	April 21, 2009	Paolo		 0 Comments
Getting at the internals of R functions	https://www.r-bloggers.com/2009/04/getting-at-the-internals-of-r-functions/	April 20, 2009	R Tips	I got asked the question the other day about how to get to the internals of a function.  I realized that this was not something that I had covered yet on my tips blog. read more 	 0 Comments
opentick is no more	https://www.r-bloggers.com/2009/04/opentick-is-no-more/	April 17, 2009	Joshua Ulrich	"
 "	 0 Comments
Barry3-Apdex Also Lives in R	https://www.r-bloggers.com/2009/04/barry3-apdex-also-lives-in-r/	April 17, 2009	Neil Gunther		 0 Comments
Webscraping using readLines and RCurl	https://www.r-bloggers.com/2009/04/webscraping-using-readlines-and-rcurl/	April 14, 2009	bryan	There is a massive amount of data available on the web.  Some of it is in the form of precompiled, downloadable datasets which are easy to access.  But the majority of online data exists as web content such as blogs, news stories and cooking recipes.  With precompiled files, accessing the data is fairly straightforward; just download the file, unzip if necessary, and import into R.  For “wild” data however, getting the data into an analyzeable format is more difficult.  Accessing online data of this sort is sometimes reffered to as “webscraping”. read more 	 0 Comments
Testing RSI(2) with R, First Steps	https://www.r-bloggers.com/2009/04/testing-rsi2-with-r-first-steps/	April 13, 2009	Joshua Ulrich	"
 "	 0 Comments
Using partial name matching and match.arg	https://www.r-bloggers.com/2009/04/using-partial-name-matching-and-match-arg/	April 13, 2009	R Tips	Sorry it has been so long to write an R tip.  I’ve been really busy with my research, which you would think would produce lots of tips, but apparently not.  Anyway here is a little tip to look at. read more 	 0 Comments
What’s better than R for exploratory data plots?	https://www.r-bloggers.com/2009/04/whats-better-than-r-for-exploratory-data-plots/	April 13, 2009	Phil		 0 Comments
Labeled outliers in R boxplot	https://www.r-bloggers.com/2009/04/labeled-outliers-in-r-boxplot/	April 13, 2009	[email protected]		 0 Comments
GGobi and Choreography	https://www.r-bloggers.com/2009/04/ggobi-and-choreography/	April 12, 2009	Hadley Wickham		 0 Comments
New Garmin Forerunner	https://www.r-bloggers.com/2009/04/new-garmin-forerunner/	April 10, 2009	Thinking inside the box	"

But then a few days prior I had followed fellow Debian
marathoner Christian and used my birthday at the end of this month (as
well as the upcoming Boston
Marathon) as an excuse for conspicuous comsumption.  After some price
comparison, I ordered a factory reconditioned Garmin Forerunner 405 from this web discounter at a nice rebate to
the regular price.  It arrived this afternoon, seemingly shining new and I
have been fiddling with it for the last little while.
 

This device features wireless data transfer to a usbstick.  This meant
booting the laptop in windoze for the first time in years to load the ‘client
software’ after which data transfer proceeded.  The Garmin Connect site has very slick
presentation and aggregation of the data.  The trouble is of course how to
get the data there when running Linux… Christian had mentioned the garmin-forerunner-tools
package. Unfortunately, this seems to really be written for the Forerunner
305 models as it doesn’t see the device at all.  Some more googling lead to
this
page and the gant
tarball.  All still fairly raw, but with some prodding in the settings of
the 405 (‘pairing’ set to ‘on’, ‘force send’ set to ‘yes’; which may have to be
reset each time ?) I got my two xml files off the gps watch. Yay. We’ll see
what mode I will settle one. With the 201 and its ancient serial port, I
basically just dropped the run and training histories which their fairly
limited data collections.   

Last but not least, fellow Oak Park runner Peter Sagal had a humorous
Runner’s World column on the whole GPS geekyness. If he’d only known how
to pair it with programming geekyness…

 "	 0 Comments
Inference for R	https://www.r-bloggers.com/2009/04/inference-for-r/	April 8, 2009	Gregor Gorjanc		 0 Comments
Marriage and Happiness	https://www.r-bloggers.com/2009/04/marriage-and-happiness/	April 7, 2009	John Myles White	The Pew Research Center just published a piece reviewing their finding that people who are married report significantly greater levels of happiness than those who are unmarried. I always enjoy this result, particularly because of contemporary Western culture’s uneasy relationship with the institution of marriage. What I would really like to see, though, is a graph that plots the relative difference in happiness between people who are married and unmarried as a function of the number of years of marriage. I’m entirely willing to concede that the difference is always positive, but I have the suspicion that it’s also decreasing on at least some intervals. It would be fascinating if the opposite were the case — assuming, of course, that one had controlled for the obvious selection effect that the couples who will stay married longer are almost by definition the couples that are happier, so that it’s a foregone conclusion that the level of happiness will increase with the length of the marriage. 	 0 Comments
R: Building functions – using default settings that can be modified via the dot-dot-dot / three point argument	https://www.r-bloggers.com/2009/04/r-building-functions-%e2%80%93-using-default-settings-that-can-be-modified-via-the-dot-dot-dot-three-point-argument/	April 7, 2009	markheckmann	"Before you read this post, please have a look at Enrique’s comment below. He pointed out that the built-in R function modifyList() already does what I wanted to describe in this post. Well, I live to learn 🙂 I was wondering how I could write a function that uses default settings but accepts a list to overwrite the default settings via the dot-dot-dot / three-point argument. Here comes my solution.
  "	 0 Comments
Helpful statistical references	https://www.r-bloggers.com/2009/04/helpful-statistical-references/	April 7, 2009	bryan	In a previous article I provided a list of R programming resources.  As a complement to that post, I’ve compiled a list of statistically oriented websites that colleagues and I have found useful below.  For the most part, these sites focus on statistics and quantitative research methods rather than programming.   read more 	 0 Comments
PDQ 5.0 is on the Launch Pad	https://www.r-bloggers.com/2009/04/pdq-5-0-is-on-the-launch-pad/	April 4, 2009	Neil Gunther		 0 Comments
Modern Microprocessor MIPS	https://www.r-bloggers.com/2009/04/modern-microprocessor-mips/	April 2, 2009	Neil Gunther		 0 Comments
Rcpp 0.6.5	https://www.r-bloggers.com/2009/04/rcpp-0-6-5/	April 1, 2009	Thinking inside the box		 0 Comments
SNA with R: Loading your network data	https://www.r-bloggers.com/2009/04/sna-with-r-loading-your-network-data/	April 1, 2009	Allan Engelhardt	"
We are interested in Social Network Analysis using the statistical analysis and computing platform R.  As usual with R, the documentation is pretty bad, so this series collects our notes as we learn more about the available packages and how they work.  We use here the statnet group of packages, which seems to be the most comprehensive and most actively maintained network analysis packages.
 
The first task which we consider in this post is to load our data into a network object, which is how all the statnet packages represent a network.  Typically for R, the documentation is voluminous but not always as helpful as one could want.
 
We will assume that the raw data for our analysis is in a transactional format that is typical at least in the Telecommunications and Finance industries.  In the former the terminology is Call Detail Record (CDR) and an extract may look a little like the following:
 
Here a record indicates that the customer identified as src called (type=call) the customer dest at the given time start and the call lasted duration seconds.  In general, there will be (many) more attributes describing the transaction which are represented by the ….  In a Financial Services example, the records may be money transfers between accounts.
 
In the naive implementation of this data as a network, we would have the sources and destinations (broadly speaking: people) as vertices and the calls as edges.  That broadly seems to make sense: people are connected by the calls they make, and that is the social relationship we wish to model.
 
In the terminology of the network class, that means that our network will be directed (calls and money transfers have a direction from one person to another) and will need to allow multiple edges between the same endpoints (because any one person can, and indeed usually will, make several calls to the same other person).
 
We could consider dropping the multiple attribute of the network and instead represent the fact that A has called B with a single edge and perhaps have the number of calls and their total duration as an edge attribute.  We will investigate this another time, but it is surely a less faithful representation of the data that we have (and we would need to drop information like the time of call).
 
One thing they seem to forget to tell you in the documentation is that when you import your data your vertex identifiers (which in our case is customer or account numbers) must be changed to number the vertices and that this numbering must be sequential and start from 1.  Being used to an environment where the vertex identifiers are arbitrary (and arrays usually start from 0), this one had me puzzled for a while.  The error message that tells you your vertex numbering is not what the package expected is spectacularly unhelpful:
 
For the discussion that follows, we will assume that you have changed your identifies externally to R.
 
The good news is that our data is essentially in a format that the network package calls edge list and which it can import directly.
 
I say “essentially” because for some strange reason the package expects the destination to come before the source which seems ass-backwards to me.  But assume we have our data in a file cdr.csv like this (we only have calls here):
 
Then we can load the data into R easily:
 
OK, that's a lot of warnings, but it basically worked.  We have figured out how to load our network data into the network package in R.
 
We can’t do an exhaustive performance review now, but let us at least make sure we can load medium-sized networks.  We change our CDR simulator to emit the desitnation before the source just like network likes it and let it run.
 
The first file has 2,645,288 (simulated) CDR lines from 100k customers and it loads OK on our small development workstation even with the default settings:
 
The size of the saved network object is 373MB (only 27MB compressed).
 
We can potentially save some time and memory by not explicitly not performing the edge check (again: the documentation frustrates us and is silent on what the defaults are for the network call we used above) so we try this for our next file with 51,316,641 lines of CDR data (again for 100k customers) which also saves us some column swapping:
 
Our attempted optimization did not seem to matter and this network is too big for the machine and the network package.  Building the network was painful as I was working on the workstation at the same time.  The machine has 16GB installed RAM, but it was clearly running out and swapping extensively.
 
51 million might be a reasonable size data set for some Financial Services applications but it is clearly a trivial number of records for Telecommunications.  I’ll need to do some more digging around.
 
Does anybody have any SNA benchmarks?  I like the KXEN implementation for its simplicity and speed so I might get a copy and try it out.  Any R performance experts who could make suggestions in the comments?  How big are your networks?
 "	 0 Comments
Ubuntu Developer Summit in Barcelona	https://www.r-bloggers.com/2009/05/ubuntu-developer-summit-in-barcelona/	May 31, 2009	Thinking inside the box	"
All told, a well-organised conference in a nice setting — two stone throws
from the legendary Camp
Nou. Unfortunately, I had to leave by Wednesday so I missed what was
undoubtedly quite a scene in Barcelona following

Barca’s dismantling of Man U in this year’s Champions League final. 

 "	 0 Comments
Nice Interview	https://www.r-bloggers.com/2009/05/nice-interview/	May 31, 2009	Paolo		 0 Comments
R used by KDD 2009 cup winner of slow challenge	https://www.r-bloggers.com/2009/05/r-used-by-kdd-2009-cup-winner-of-slow-challenge/	May 31, 2009	Allan Engelhardt	"
The results from the KDD Cup 2009 challenge (which we wrote about before) are in, and the winner of the slow challenge used the R statistical computing and analysis platform for their winning submission.
 
The write up (username/password may be required) from Hugh Miller and team at the University of Melbourne includes these points:
 
Impressive hardware selection!  Well done R.  Weka was another popular tool among the top entrants.  Key for all of them were clever data preparation and variable substitution.  The fast track winners from IBM document this in some detail:
 
We normalized the numerical variables by range, keeping the sparsity. For the categorical variables, we coded them using at most 11 binary columns for each variable. For each categorical variable, we generated a binary feature for each of the ten most common values, encoding whether the instance had this value or not. The eleventh column encoded whether the instance had a value that was not among the top ten most common values. We removed constant attributes, as well as duplicate attributes.
 
We replaced the missing values by mean for numerical attributes, and coded them as a separate value for discrete attributes. We also added a separate column for each numeric attribute with missing values, indicating wether the value was missing or not. We also tried another approach for imputing missing values based on KNN.
 
On the large data set we discretized the 100 numerical variables that had the highest mutual information with the target into 10 bins, and added them as extra features.
 
We tried PCA on the large data set, but it did not seem to help.
 
Because we noticed that some of the most predictive attributes were not linearly correlated with the targets, we build shallow decision trees (2-4 levels deep) using single numerical attributes and used their predictions as extra features. We also build shallow decision trees using two features at a time and used their prediction as an extra feature in the hope of capturing some non-additive interactions among features.
 Jump to comments. 

How to win the KDD Cup Challenge with R and gbm
 Hugh Miller, the team leader of the winner of the KDD Cup 2009 Slow Challenge (which we wrote about recently ) kindly provides more information about how to win this public challenge using the R statistical computing and analysis platform on a laptop (!). "	 0 Comments
Emacs: AucTeX + Rubber + Sweave	https://www.r-bloggers.com/2009/05/emacs-auctex-rubber-sweave/	May 30, 2009	Vinh Nguyen	I got rubber to work with auctex and sweave (Rnw) files with the help of this. Basically, combined with my other stuff, I tweaked my .emacs file to look like: Now, when a *.Rnw file is open, I can do C-c C-c, select Sweave.  Then repeat, select RubberSweave (or LatexSweave). 	 0 Comments
JPM Chase Corporate Challenge 2009	https://www.r-bloggers.com/2009/05/jpm-chase-corporate-challenge-2009/	May 30, 2009	Thinking inside the box	"
We fielded a small but spirited
team of nine runners. I finished with a decent (hand-stopped) time of 22
minutes and 27.93 seconds for the 3.5 miles — or a 6:25 min/mile pace. That
is among the fasters times but not quite the fastest
compared
to
the
other
six
times
I have run this.

 
Most importantly, everybody seems to have had a blast. And we did set a
record for longer post-race party which sets a nice precedent for 2010. 

 "	 0 Comments
The R Journal, Issue 1 Volume 1	https://www.r-bloggers.com/2009/05/the-r-journal-issue-1-volume-1/	May 29, 2009	Stephen		 0 Comments
R tips: Use read.table instead of strsplit to split a text column into multiple columns	https://www.r-bloggers.com/2009/05/r-tips-use-read-table-instead-of-strsplit-to-split-a-text-column-into-multiple-columns/	May 29, 2009	Allan Engelhardt	"
Someone on the R-help mailing list had a data frame with a column containing IP addresses in quad-dot format (e.g. 1.10.100.200).  He wanted to sort by this column and I proposed a solution involving strsplit.  But Peter Dalgaard comes up with a much nicer method using read.table on a textConnection object:
 
That is very, very neat!  Thank you Peter.
 "	 0 Comments
R Journal 1/1	https://www.r-bloggers.com/2009/05/r-journal-11/	May 29, 2009	Paolo		 0 Comments
Accessing Soil Survey Data via Web-Services	https://www.r-bloggers.com/2009/05/accessing-soil-survey-data-via-web-services/	May 28, 2009	dylan	"Soil Survey Data  
Online Querying of NRCS Soil Survey Data
Sometimes you are only interested in soils data for a single map unit, component, or horizon. In these cases downloading the entire survey from Soil Data Mart is not worth the effort. An online query mechanism would suffice. The NRCS provides a form-based, interactive querying mechanism and a SOAP-based analogue. These services allow soil data lookup from the current snapshot of all data stored in NASIS. read more "	 0 Comments
Making Sense of Large Piles of Soils Information: Soil Taxonomy	https://www.r-bloggers.com/2009/05/making-sense-of-large-piles-of-soils-information-soil-taxonomy/	May 27, 2009	dylan	"Western Fresno Soil Hierarchy: partial view of the hierarchy within the US Soil Taxonomic system  
Soil Data
Field and lab characterization of soil profile data result in the accumulation of a massive, multivariate and three-dimensional data set. Classification is one approach to making sense of a large collection of this type of data. US Soil Taxonomy is the primary soil classification system used in the U.S.A and many other countries. This system is hierarchical in nature, and makes use on the presence or absence  of diagnostic soil features. A comprehensive discussion of Soil Taxonomy is beyond the scope of this post. A detailed review of Soil Taxonomy can be found in Buol, S. W.; Graham, R. C.; McDaniel, P. A. & Southard, R. J. Soil Genesis and Classification Iowa State Press, 2003. read more "	 0 Comments
Embeding fonts in figures produced by R	https://www.r-bloggers.com/2009/05/embeding-fonts-in-figures-produced-by-r/	May 27, 2009	Gregor Gorjanc		 0 Comments
R and data	https://www.r-bloggers.com/2009/05/r-and-data/	May 26, 2009	erehweb	My fellow bloggers John and Scott have posted recently about the free statistical programming language R.  How does it compare to an expensive language like SAS? If you’ve done any statistical analysis, then you’ll know that getting and cleaning the data is a major step in any project.  SAS does a pretty good job at this, and will complain if the data is not in the format you think it is.  As for R, here’s an excerpt from the R FAQ: 7.10 How do I convert factors to numeric? It may happen that when reading numeric data into R (usually, when reading in a file), they come in as factors. If f is such a factor object, you can use as.numeric(as.character(f)) to get the numbers back. More efficient, but harder to remember, is as.numeric(levels(f))[as.integer(f)] In any case, do not call as.numeric() or their likes directly for the task at hand (as as.numeric() or unclass() give the internal codes). As one of my favorite musicals says, “It ain’t no joke, that’s why it’s funny”.  Maybe when you do an uncommon operation like reading in a file, your numbers will be silently converted into factors / categorical variables.  Or maybe not.  Ha ha.   But certainly, don’t do anything silly like thinking as.numeric(f) would convert f into numbers you might want.  Ha ha ha.  Oh, and that “more efficient” way of doing things?  It crashes if f was actually numeric to start with.  Ha ha ha ha.  Stop, you’re killing me!  [or at least, my productivity]. To complete the joke, here’s an excerpt from the R manual: In general, coercion from numeric to character and back again will not be exactly reversible, because of roundoff errors in the character representation. That’s fair enough.  It’s not as if you have a good reason for doing this, except perhaps when you’re reading numbers in from a file. 	 0 Comments
Free one-day R course at Vanderbilt	https://www.r-bloggers.com/2009/05/free-one-day-r-course-at-vanderbilt/	May 26, 2009	Stephen		 0 Comments
More Recursion in R	https://www.r-bloggers.com/2009/05/more-recursion-in-r/	May 26, 2009	R Tips	I found another gem in R today.  Earlier I commented about how R could do recursion, something that I love.  I write some pretty complicated recursion functions in my research, but I also have a bad habit of compulsively reorganizing things. Now I’ve come across the wonderful word Recall.  Sorry no example this time, just read up on it.  Now if they can just get a self keyword for true object orientation, and encapsulation. 	 0 Comments
Simple Approach to Converting GRASS DB-backends	https://www.r-bloggers.com/2009/05/simple-approach-to-converting-grass-db-backends/	May 23, 2009	dylan	" 
Premise:
The current default database back-end used by the GRASS vector model is DBF (as of GRASS 6.5), however this is probably going to be changed (to SQLite) in GRASS 7. The DBF back-end works OK, however it tends to be very sensitive (i.e. breaks) when reserved words occur in column names or portions of a query. Complex UPDATE statements don’t work, and just about anything more complex than a simple SELECT statement usually results in an error. Switching to the SQLite (or Postgresql, etc.) back-end solves most of these problems. Currently GRASS uses a single SQLite (file-based) database per mapset– convenient if you are interested in joining attribute tables between vectors; but not set-in-stone as the final approach that will be used by default in GRASS 7. Regardless, converting the back-end is a fairly simple matter. Finally, taking the time to convert to an SQLite or Postgresql back-end will undoubtably save you time and sanity if you ever find yourself working with vector+attribute data on a regular basis. Having access to a complete implementation of SQL can make extracting, summarizing, joining, and re-formatting (column names, types, etc.) tabular data much simpler than what is available in the DBF back-end. Also, there are several convenient graphical SQLite managers available, such as SQLite manager, SQLite data browser, and SQLite Admin. read more "	 0 Comments
Temporary Debian mail outage	https://www.r-bloggers.com/2009/05/temporary-debian-mail-outage/	May 23, 2009	Thinking inside the box	"

If you happened to have sent me mail to my debian.org address during that time
period, you may have gotten a hard reject (‘550 Administrative prohibition’)
as did a test mail of mine. In this case mail may not be respooled, so please
do send it again.

 

My alternate address, formed by my first name followed by the family name and
the commercial top-level domain, remained functional as a fallback.

 "	 0 Comments
Data.gov	https://www.r-bloggers.com/2009/05/data-gov/	May 21, 2009	Allan Engelhardt	"
I am always on the lookout for useful data sources for training in statistics, so I am excited that Data.gov has opened for business.  The purpose of Data.gov is to increase public access to high value, machine readable datasets generated by the US Government. 
 
This is a great initiative which I look forward to explore when I am not in a tiny airport at 3 am (but hey: they have free wifi) and which I hope other countries will take up.
 
Are there other catalogues of data sets that you use?
 Jump to comments. 

Beautiful Data
 OReillys recent publication Beautiful Data has a chapter by Jeff Jonas which is enough reason in itself for me to recommend it. The chapter, Data Finds Data , is also available as a PDF download. 

When Big Data Matters
 "	 0 Comments
Bootstrapping and the boot package in R	https://www.r-bloggers.com/2009/05/bootstrapping-and-the-boot-package-in-r/	May 21, 2009	Jeromy Anglim		 0 Comments
